"title","body","labels","assignees","milestone","state","state_reason"
"VIHKO","Rogue died text comes twice","","","","completed",""
"VIHKO","CinematicMover: moving revived unit to off-map before killing - does not work?","","","","notStarted",""
"VIHKO","CinematicMover: unit is not re-killed after cinematic is over (when was dead before cinematicmover) - but revive timer seemed to continue (not visible in multiboard, because alive by CInematicMover system)","","","","notStarted",""
"VIHKO","Some serious player alliance bugs (maybe because skipping intro cinematic too fast)","","","","notStarted",""
"VIHKO","make escort related quests utilize the FollowSystem (Like Lumberjack Duties)","","","","notStarted",""
"VIHKO","DInv: if inv is set again - is it possible to transfer items from old inventory / previous unit replaced by new unit? e.g., when unit is replaced and thus old Dinv and DEquipment are lost","","","","completed",""
"VIHKO","CinematicMover: when returning - unit is not killed if it was dead before - debug message says the ""XXX was revived"" - is there some error in code that unit revived also upon return?","","","","notStarted",""
"VIHKO","Ranger Missing: After ranger missing dialog Failed button pressed - it should not be able to pressed again - see how the Aradion button pressed actions are and what conditions should be used to show Ranger Missing (Failed) button","","","","completed",""
"VIHKO","Valeria is not respawned (at least when killed as hostile (hostile what? Player12 Brown or Dark Green?)","","","","notStarted",""
"VIHKO","kodo escort: follow range too low","","","","completed",""
"VIHKO","kodo escort: quest message had also the quest requirement 2 - this needs to be empty initially - so set the requirement only in Quest Update trigger","","","","completed",""
"VIHKO","kodo escort: remove old kodo unit near Graknar","","","","completed",""
"VIHKO","kodo escort: figure out better way to wait condition in Quest trigger","","","","completed",""
"Chimaro","New model: https://www.hiveworkshop.com/threads/chimera-purple-skin.369756/","","","","completed",""
"Chimaro","Ability 1: Caustic Fang","","","","completed",""
"Chimaro","Ability 1 type: Type: Melee strike / curse-style debuff","","","","notStarted",""
"Chimaro","Ability 1 description: Chimairo sinks its fangs deep, injecting acidic venom.","","","","notStarted",""
"Chimaro","Ability 1 effect:  Deals initial physical damage, Applies Corrosive Venom for 8–12 seconds, Venom deals periodic damage and reduces armor over time (stacking or ramping), At max stacks, target briefly takes bonus damage from Chimairo only","","","","notStarted",""
"Chimaro","Ability 1 design notes: Ideal tank-pressure tool, Armor shred synergizes with cleave and charge, Cleanseable or mitigatable with potions/items → good RPG counterplay","","","","notStarted",""
"Chimaro","Ability 2: Venomous Breath (Frontal AoE Cone)","","","","completed",""
"Chimaro","Ability 2 type: Directional cone, ground-locked","","","","notStarted",""
"Chimaro","Ability 2 description: Chimairo rears back and exhales a green corrosive cloud.","","","","notStarted",""
"Chimaro","Ability 2 effect: Moderate initial damage in a wide frontal cone, Applies Corrosive Venom: Deals damage over time, If an afflicted unit stands near another unit, venom briefly jumps (1–2 times max), Leaves a lingering acidic zone for a few seconds","","","","notStarted",""
"Chimaro","Ability 2 design notes: Punishes clumping, Encourages side-stepping and flanking, Excellent synergy with Fly-Charge repositioning","","","","notStarted",""
"Chimaro","===================","","","","notStarted",""
"Chimaro","Ability 3: Acidic Rupture (Venom Spread / Anti-Clump)","","","","notStarted",""
"Chimaro","Ability 3 type: Venom synergy tool","","","","notStarted",""
"Chimaro","Ability 3 description:  Any unit affected by Corrosive Venom explodes if not dispelled or keep above 75 % hp","","","","notStarted",""
"Chimaro","Ability 3 effect: Small AoE around the target, Applies Corrosive Venom (short duration) to nearby units","","","","notStarted",""
"Chimaro","Ability 3 design notes: Punishes stacked melee, Encourages spacing even in small arenas, encourages healing and dispelling","","","","notStarted",""
"Chimaro","Ability 4: Sky Rend Charge (Fly-Charge)","","","","notStarted",""
"Chimaro","Ability 4 type: Leap / flying charge","","","","notStarted",""
"Chimaro","Ability 4 description: Chimairo launches into the air, then crashes through enemies.","","","","notStarted",""
"Chimaro","Ability 4 effect: Chimairo becomes briefly flying and untargetable, Charges to a target location or unit, Deals heavy damage in a line on impact, Knocks units aside and applies Corrosive Venom","","","","notStarted",""
"Chimaro","Ability 4 design notes: Excellent reposition tool, Breaks ranged safety, player has to be aware of not falling over cliff from knock-back","","","","notStarted",""
"Chimaro","===================","","","","notStarted",""
"Chimaro","Ability 5: Rending Talons (Cleave Strike)","","","","completed",""
"Chimaro","Ability 5 type: Cleaving melee strike","","","","notStarted",""
"Chimaro","Ability 5 description: Cleaving melee attacks","","","","notStarted",""
"Chimaro","Ability 5 effect: Cleaves in a wide arc","","","","notStarted",""
"Chimaro","Ability 5 design notes: Reinforces frontal danger, Makes positioning matter","","","","notStarted",""
"Chimaro","===================","","","","notStarted",""
"Chimaro","===================","","","","notStarted",""
"Chimaro","Ability 6: Predator’s Frenzy (Enrage / Phase Ability)","","","","completed",""
"Chimaro","Ability 6 type: Enrage","","","","notStarted",""
"Chimaro","Ability 6 description: Enrage phase below 35–40% HP","","","","notStarted",""
"Chimaro","Ability 6 effect: Increased attack speed and movement speed, more Venomous Breath and Sky Rend Charge usage","","","","notStarted",""
"Chimaro","Ability 6 design notes: Creates a dramatic final phase, Encourages defensive cooldown usage","","","","notStarted",""
"Chimaro","===================","","","","notStarted",""
"Chimaro","Encounter:","","","","notStarted",""
"Chimaro","1. Open: Open: Cleaves + Caustic Fang pressure tank","","","","notStarted",""
"Chimaro","2. Mid-Fight: Venomous Breath","","","","notStarted",""
"Chimaro","3. Reposition: Reposition: Sky Rend Charge disrupts formation","","","","notStarted",""
"Chimaro","4. Final Phase: Engage","","","","notStarted",""
"Chimaro","===================","","","","notStarted",""
"Chimaro","=======","","","","notStarted",""
"Chimaro","Notes:","","","","notStarted",""
"Chimaro","Venomous Breath has Cluster Rockets models","","","","completed",""
"Chimaro","Need to update CreepUnitAssignment for BossChimairo -unit","","","","notStarted",""
"Chimaro","When Chimairo casts any spell, target is immediately killed!","","","","notStarted",""
"Chimaro","Chimairo has some ability that insta kills?????? Forked Lightning","","","","notStarted",""
"Chimaro","Venomous Breath hitting not causing Corrosive Venom?","","","","notStarted",""
"Chimaro","Create test unit","","","","completed",""
"Chimaro","Debug message both come - but they come only when Chimairo normally damages and not with spell - so IsDamageSpell is needed?","","","","notStarted",""
"Wyrmhold samctum","Use red dragonspawns ? Walking dragonlings","","","","notStarted",""
"Jos ei copilot AI toimivuus","Jos ei saa toimiiin nii sit perua tilaus","","","","notStarted",""
"Jos ei copilot AI toimivuus","Ongelmana ettei ole käytössä workspacessa???","","","","notStarted",""
"Jos ei copilot AI toimivuus","Microsoft azure liittyvää?","","","","notStarted",""
"Jos ei copilot AI toimivuus","Kokeile laittaa workspaceen minimalistinen määrä tiedostoja, älä laita esim mitään git tyyppisiä foldereita","","","","notStarted",""
"Jos ei copilot AI toimivuus","Vaikuttaa cache ongelmalta + projekti kansion sisällä ongelmallimen tiedosto / .vscode folder","","","","notStarted",""
"Jos ei copilot AI toimivuus","Poista cachet ks netistä ja kokeilu uudestaan, pelkkä pots jasd filut workspace","","","","completed",""
"Jos ei copilot AI toimivuus","Projektin subfolderit / .vscode aiheuttaa ongelman että VScode AI ei toimi, miksi","","","","notStarted",""
"Wc3 editor / game lags with 9060xt....","Add max fps rate 60 through amd software to WE","","","","notStarted",""
"Wc3 editor / game lags with 9060xt....","Check the crypt models with Hive sanity check","","","","notStarted",""
"Wc3 editor / game lags with 9060xt....","Check are the materials shaded etc https://www.hiveworkshop.com/threads/model-lighting-issues.350960/","","","","notStarted",""
"Wc3 editor / game lags with 9060xt....",".... lag not present anymore. Maybe was due to incorrect GPU driver operatiom and cleaned by DDU. Also wc3 might somes chooce worse CPU cores to work with...","","","","notStarted",""
"Wc3 editor / game lags with 9060xt....","Reproduced again (GPU 100%) when opening the game again, no changes other than small terraining...","","","","notStarted",""
"Wc3 editor / game lags with 9060xt....","Its some model(s) at crypt causing it","","","","notStarted",""
"Wc3 editor / game lags with 9060xt....","Discovery in WE: Disabling Shadows and lighting --> No lag / WE Crash - Was caused by Fog doodad having ""Shadows Enabled"" - This caused the lag, most probably?","","","","notStarted",""
"Wc3 editor / game lags with 9060xt....","Note: The lag is there (at least when tested in game) - it seems to be completely random and completely GPU related - so some model / doodad? shaders cause the issue most probably","","","","notStarted",""
"Wc3 editor / game lags with 9060xt....","Note: still lag despite no lag in WE - check the models - maybe save as map version without Crypt doodads","","","","notStarted",""
"Wc3 editor / game lags with 9060xt....","Its Northrend doodads related","","","","notStarted",""
"Art creation","Use ai to create 1:1 artistic map art of map screenshot, use 3d WE map as base","","","","notStarted",""
"Latest 30.11.2025","Crypt: WMO visually not showing - bugging at far corner rooms","","","","completed",""
"Latest 30.11.2025","QuestEvaluateSystem: Needs to be started (Init run) after udg_Nazgrek has been set (after creating Nazgrek / after Intro Cinematic) - IMPLEMENTED","","","","completed",""
"Latest 30.11.2025","QuestEvaluateSystem: Instead checking only Nazgrek, check Nazgrek and Zulkis and who ever of them has the highest level determines if quest is available - IMPLEMENTED; copy to map","","","","completed",""
"Latest 30.11.2025","QuestEvaluateSystem vs. QuestIconSystem vs. QuestSystem need to be somehow connected i.e., meaning that if unitX has quest at level 10, in its trigger condition the quest should be only available when QuestEvaluation conditions are met? ","","","","completed",""
"Latest 30.11.2025","Crypt: create two separate wmo out of the current one?","","","","completed",""
"Latest 30.11.2025","Check: https://www.hiveworkshop.com/threads/light-lights.368691/","","","","notStarted",""
"Latest 30.11.2025","Try: is it possible to move the dnc at the location of player unit? Crypt / etc in mind","","","","notStarted",""
"Latest 30.11.2025","Dnc models for almost completely dark?","","","","notStarted",""
"Latest 30.11.2025","https://www.hiveworkshop.com/threads/night.244739/#post-2449113","","","","notStarted",""
"Latest 30.11.2025","DNC cant be scaled bigger; but it can be moved on XYZ axis; Test dark DNC model that is Y shifter -negative - works weirdly","","","","completed",""
"Latest 30.11.2025","NOTE: ...e2 and 4d models missing some parts (ceiling + some walls), that maybe got deleted when separating the models....","","","","notStarted",""
"Latest 30.11.2025","DNC: test DNC """" - i.e., not using any dnc model - Note: crypt shouldnt need animated DNC model","","","","notStarted",""
"Latest 30.11.2025","Take and edit some dragon related wmo as dungeon for Wyrmhold sanctum (onyxia lair), note; model already imp, use that and its textures to edit small lair part and different parts of it","","","","notStarted",""
"Latest 30.11.2025","Model for some wandering merchs / quest: https://www.hiveworkshop.com/threads/kotobeast-transport-vehicles.368890/ --- in folder WoWExport3","","","","notStarted",""
"Latest 30.11.2025","PotS: crypt tekemistä, uusia modeleita (rocks), sirensong terraining, quest icon refresh / ym jass systeemi katselut, ehkä käydä läpi ja korjailla vamhoja dialogue","","","","notStarted",""
"Latest 30.11.2025","QuestEvaluateSystem: Check best way to have api for GUI trigger for all quests, mostly used in DIALOG choices to display quest available","","","","completed",""
"Latest 30.11.2025","QuestEvaluateSystem: Red Quest Exclamation mark is not display on unit if quest is not available","","","","completed",""
"Latest 30.11.2025","QuestEvaluateSystem: how it works with the unit when accepting / completing quest - do they overwrite each others","","","","completed",""
"Latest 30.11.2025","Hostile (Dark Green Player) is not hostile atleast to Player2/6 AI heroes","","","","notStarted",""
"Latest 30.11.2025","Dnc format in code should be like: call SetDayNightModels(""DNC Emerald Garden.mdx"", ""DNC Emerald Garden.mdx"")","","","","completed",""
"Latest 30.11.2025","Dnc discussion https://www.hiveworkshop.com/threads/the-emerald-garden-rpg.360003/#post-3675106","","","","completed",""
"Latest 30.11.2025","If you don't want the hassle, set the lowest ambient light value to 0.1)","","","","completed",""
"Latest 30.11.2025","Dnc: kokeile katsoa minkäset setit RMS katsottuna dnc darkplace modelilla on","","","","completed",""
"Latest 30.11.2025","Dinv - katoaako itemit koska item cleanup puhdistaa ne? Dinv siirtää kaikki itemit todellisuudessa kartan äärireunaan","","","","completed",""
"Latest 30.11.2025","Dnc - test with last working darkest dnc (see changelog), can the color be adjusted to black - etc make it darker?","","","","completed",""
"Latest 30.11.2025","What about other dncs - red, green, yellow, blue etc that can be called when changing zone - need to be created from animated version","","","","notStarted",""
"Latest 30.11.2025","Dnc - is the last working darkest dnc darker at night (ie animated)?","","","","notStarted",""
"Latest 30.11.2025","QuestEvaluateSystem: When quest is unavailable - do not show icon marker on MAP, but show red quest exclamation mark on the unit","","","","completed",""
"Blood splats","https://www.hiveworkshop.com/threads/blood-splat.358541/ check","","","","notStarted",""
"Wow model shadings","Model shadings not working properly, i.e., not following global illumination","","","","notStarted",""
"Wow model shadings","Exported models seem to have their materials with the ""Unshaded""","","","","notStarted",""
"Wow model shadings","Need to edit the modeld; see https://www.hiveworkshop.com/threads/wow-converter-export-all-wow-models-to-warcraft-3.363033/page-3#post-3703580","","","","notStarted",""
"Wow model shadings","Keep in mind that for some models some materials may be ""Unshaded"" on purpose, such as eyes that are supposed to glow in the dark or so. If you remove the ""Unshaded"" attribute for those materials, they will just not glow.","","","","notStarted",""
"Wow model shadings","Retera Model studio - could set Unshaded to shaded - but it would not retain its value","","","","notStarted",""
"Wow model shadings","use War3 Model Editor","","","","notStarted",""
"Wow model shadings","Updaded shadings for few wow models - AND WORKING","","","","completed",""
"Wow model shadings","Ranger / Nazgrek cloak shading has problems - maybe some material related to cloak needs adjusting?","","","","notStarted",""
"Sky retexture","","","","","notStarted",""
"Dungeon: The Crypt","Subzone: Resurrection Grounds","","","","notStarted",""
"Dungeon: The Crypt","Subzone: Halls of the Dead","","","","notStarted",""
"Dungeon: The Crypt","Subzone: Halls of the Suffering","","","","notStarted",""
"Dungeon: The Crypt","Boss1: Melee, fast moving, fast attack","","","","notStarted",""
"Dungeon: The Crypt","Boss1: Phase1: shadow step behind unit randomly","","","","notStarted",""
"Dungeon: The Crypt","Boss1: Phase2: Stealth away if unit moves and then will come out and attack critically","","","","notStarted",""
"Dungeon: The Crypt","see more in old To-Do Notes","","","","notStarted",""
"Dungeon: The Crypt","Fog: the fog should be very far away, (see fog fog001c) - current one makes darkness seem less - so fog should be almost non-existent","","","","notStarted",""
"Old To-Do notes check","","","","","notStarted",""
"The crypt models","Wow badlands crypt model as doodad export","","","","notStarted",""
"The crypt models","Wow crypt inside / instance model(s) - separate as differemt doodads using ModelEditor","","","","notStarted",""
"The crypt models","Wow crypt doodad models export","","","","notStarted",""
"Terraining","Add mini waterfalls to Vanguard vale","","","","notStarted",""
"Terraining","Add waterfalls to Sirensong","","","","notStarted",""
"Terraining","Add Waterfalls to other places","","","","notStarted",""
"Terraining","Waterfall draft in Vanguard/Verdant - follow style of waterfall cave at Orc mountain camp","","","","notStarted",""
"Patreon page","Behind the scenes work","","","","notStarted",""
"Patreon page","Systems: explainining rep system","","","","notStarted",""
"Patreon page","Terraining","","","","notStarted",""
"Patreon page","All around work video","","","","notStarted",""
"Patreon page","Explaining triggers","","","","notStarted",""
"Patreon page","Voicelines - the work procedure","","","","notStarted",""
"Patreon page","Showing to do app","","","","notStarted",""
"New models","Paladin ability https://www.hiveworkshop.com/threads/final-verdict.367440/ ---in folder WoWExport3","","","","notStarted",""
"New models","https://www.hiveworkshop.com/threads/wow-palm-trees-collection.367502/ sirensong","","","","completed",""
"New models","https://www.hiveworkshop.com/threads/wow-leaning-palm-trees-collection-3.367520/ sirensong","","","","completed",""
"New models","https://www.hiveworkshop.com/threads/elsecaro-rock-starcraft-2.367650/ cool rocks for many places; like Verdant Plains","","","","completed",""
"Custom systems","https://www.hiveworkshop.com/threads/ui-3x3-custom-unit-stats.316905/","","","","notStarted",""
"Jass benchmark","https://www.hiveworkshop.com/threads/jass-benchmarking-results.245362/","","","","notStarted",""
"Jass benchmark","Use these results to improve library coded","","","","notStarted",""
"QuestEvaluateSystem","Explain to copilot;","","","","completed",""
"QuestEvaluateSystem","Build system that utilizes calls to QuestIcon system","","","","completed",""
"QuestEvaluateSystem","Will periodically every 5s? evaluate all/configured quest givers are there quests available - thesw may be;","","","","completed",""
"QuestEvaluateSystem","Level of hero, reputation with faction(s), some event done (requires udg_boolean variables usage maybe, etc.","","","","notStarted",""
"QuestEvaluateSystem","The system will be mostly used for new quests to appear, but quests then followed will them be event based amd handled separetely - but some info for this system needs to be sent from those triggers to prevent dublicage icons on map","","","","notStarted",""
"QuestEvaluateSystem","Issue: configured dummy quest icons (like AddQuestAvailability(udg_BoomBrothers, 10, """", ""NEUTRAL"", ""normal"")) not appearing on map / quest marker effect on the configured unit","","","","notStarted",""
"QuestEvaluateSystem","System should NOT repop the special effect / map marker if no status change at the time of evaluation to current status","","","","notStarted",""
"QuestEvaluateSystem","the system should only display available quests on the map, not quests that are not available to PlayerHero","","","","completed",""
"QuestEvaluateSystem","Quest marks red (unavailable quest) on map shouldnt be displayed, only the special effect red exclamanination mark, quest this does not seem to change, e.g. reaching level 10 and being neutral with Horde -> Grum quest stays red quest mark (special effect)","","","","notStarted",""
"QuestEvaluateSystem","NOW; does not show quest marks on maps BUT does not show red exclamation marks on the units (unvailable quests - requirements not yet met)","","","","notStarted",""
"QuestEvaluateSystem","NOW: when the requirements are met - it still says ""no available quests to show""","","","","notStarted",""
"QuestEvaluateSystem","Debug: ""No hero found"" - so that means we have to init / run the QuestEvaluateSystem only after Intro Cinematic?","","","","completed",""
"Trailer stuff","See chatgpt trailer script ideas - yo be refined with tellimg gpt the features etc what bosses / maim story","","","","notStarted",""
"Trailer stuff","https://chatgpt.com/share/6907e0a8-f764-800e-9b21-f277beb6b4cc","","","","notStarted",""
"Raining / clouds","Clouds to be spawned to similar height as in Serenaglade example","","","","notStarted",""
"Recent changes bug reports / updates","Elarindor / Elf1 passive icon green - path not right somewhere - because PAS elf1 and elf2 are not uploaded??? not also in folder???","","","","completed",""
"Recent changes bug reports / updates","PatrolSystem / PatrolGroupSystem - something keeps preventing / stopping the units when they are attack - i.e. situtation where neutral hostile units attack 1 unit of the group patrol, but it looks like something in either library makes them stop","","","","completed",""
"Recent changes bug reports / updates","Companion: Invite ability cant be targeted on Neutral units...","","","","completed",""
"Recent changes bug reports / updates","AI: Warrior not moving at all - still not","","","","notStarted",""
"Recent changes bug reports / updates","AI: Neutral / Riverbane Heroes not spawning even with debug","","","","completed",""
"Recent changes bug reports / updates","REP: temporal hostility should last 120 - 240s","","","","completed",""
"Recent changes bug reports / updates","REP: when temporal hostility for faction is active show icon ""Hostile"" then revert to what ever icon status of that faction is","","","","completed",""
"Recent changes bug reports / updates","Companion: only possible to invite - when that units faction player is at least Neutral with the player","","","","completed",""
"Recent changes bug reports / updates","import PASElf1 Elf2","","","","completed",""
"Recent changes bug reports / updates","Grunts in Gnoll patrol","","","","completed",""
"Recent changes bug reports / updates","Another warlock was created because the Spawn checker only checks if player 6 owns unit of that type...","","","","completed",""
"Recent changes bug reports / updates","Companion: when kicked out - make it again owned by its original player","","","","completed",""
"Recent changes bug reports / updates","Companion: warlock was not revived (at least in companion group) - it might because of the conflicting another warlock being spawned taking his variables etc conflicting","","","","completed",""
"Recent changes bug reports / updates","CreepRespawn: test that all configured (especially Neutral Passive) player units will respawn","","","","notStarted",""
"Recent changes bug reports / updates","GnollPatrol1: not starting movement... why? When that group is killed then they move","","","","notStarted",""
"Recent changes bug reports / updates","Player23 - add name ""Hostile"" to it (Neutral passive turned hostile...)","","","","completed",""
"Recent changes bug reports / updates","AI hero: rogue spawning on map center - why","","","","notStarted",""
"Recent changes bug reports / updates","PatrolGroups- better would be use ""move"" command, because with attack move they tend to return to init location","","","","completed",""
"Recent changes bug reports / updates","Neutral Passive units are not respawning - because they are in PLAYER23 (player(22) when they are killed - Neutral passive units turned hostile!","","","","notStarted",""
"Recent changes bug reports / updates","CreepRespawn: added debug messages - test at some time","","","","notStarted",""
"Bridges discussion","https://www.hiveworkshop.com/threads/two-level-movement.366703/","","","","notStarted",""
"General","Try adding DINV ability to Ghost wolf, is the Dinv shared? Atleast when going back, inventory still worked","","","","completed",""
"General","DInv - is it possible to have shared inventory and equipment? Maybe have the ghost wolf have that limitation to not gave inventory... / make the picked items go into Real units inventory - by just moving the item to real hero","","","","completed",""
"General","DInventory - Stacking bug - After picking full stack of items of Item-type XXX, then next item of that item-type are inserted into DInventory as individual 1x charges and not adding the stacks (e.g., 6x -> 1x -> 1x -> 1x, etc.)","","","","completed",""
"General","DInv- Ghost Wolf items should not go into Ghost Wolf vanilla inventory... It is transferring to MorphUnit inventory, but stupid way","","","","notStarted",""
"General","Elarindor units are respawned on MapCenter??!?!?!","","","","completed",""
"General","MountainGiant is not respawned - reason was: Not Added to list in OR ""NEUTRAL UNIT DIES"" trigger","","","","completed",""
"General","Elarindor unit still spawning at map center -","","","","completed",""
"General","Rep system - problem on Unit Death event not triggering in system","","","","completed",""
"General","Patrol - problem with patrol group not working - not starting the patrol","","","","completed",""
"General","Aradion will stop channeling with: Remove ability + STOP unit ","","","","completed",""
"General","Creep Init Respawn - why else statement would need also all the players that respawn? whats the purpose of the else statement","","","","notStarted",""
"General","Trying to test if REP system kill event works with PatrolGroupSystem and ThornwoodsHorde disabled - TEST - if now works, then conflicting issues with Unit Death Event or too many Unit Death Events in the map - RESULT: Doesnt still WORK!","","","","completed",""
"General","Delayd Unit Death Event: https://www.hiveworkshop.com/threads/unit-dies-variable-overwrites-itself.359982/","","","","notStarted",""
"General","Rep: what about creep respawn trigger, does that effect Rep /","","","","completed",""
"General","UnitDeathEVent - to be used centralized global unit death event for all system / libraries","","","","notStarted",""
"General","Scripts to update to use UnitDeathEvent:","","","","completed",""
"General","PatrolSystem","","","","completed",""
"General","PatrolGroupSystem","","","","completed",""
"General","Reputation","","","","completed",""
"General","Add UnitDeathEvent","","","","completed",""
"General","SteamBreath","","","","completed",""
"General","UnitExperience3","","","","completed",""
"General","UnitDeathEvent - MUST NOW CAREFULLY TEST that all system function as normally (ALL above systems!)","","","","notStarted",""
"General","UnitDeathEvent - might need to also consider Respawn System","","","","completed",""
"General","Respawn system - consider making it JASS LIBRARY utilizing table and UnitDeathEvent","","","","completed",""
"General","Is delayed UnitDeathEvent needed? To avoid overwriting","","","","notStarted",""
"General","Companion Invite: is enemy and cant be invited - there is bug because Player2 is not enemy with player","","","","completed",""
"General","TEST ALL","","","","notStarted",""
"General","CreepRespawn","","","","completed",""
"General","RESULT; UnitExperience works -","","","","notStarted",""
"General","RESULT: Reputation - still not gaining rep... Maybe something is silently failing in the library and thus not registering/using Death Event trigger? But multiboard works and all reps are shown in multiboard, but no killing increases/decreases rep","","","","completed",""
"General","UnitXP: maybe leveling should be faster than it is now, but scale down harder each level somehow?","","","","notStarted",""
"General","CreepRespawn: satyr are not respawned","","","","notStarted",""
"General","CreepRespawn; Valeria should also be respawned if owned by player 12 / etc hostile / passive + Elarindor","","","","notStarted",""
"General","CreepRespawn; passive units are also not respawnd?","","","","notStarted",""
"General","DINV: something is still making items disappear from inventory but not sure what - try Talking with Aradion randomly / valeria event / Kribugs talk / nothing else was done before items were lost","","","","notStarted",""
"General","PatrolGroupSystem: still not starting moving","","","","completed",""
"General","Valeria could patrol around the southern part at Ranger Missing quest - only trigger Quest event if quest is dicovered not complete - / trigger differently attack without nazgrek saying much anything and withou ESC dialog - only choice to kill or run away","","","","notStarted",""
"General","REP: Get killer and victim directly in OnUnitDeathHandler (which is the callback that UnitDeathEvent calls) - CopyPaste new script and test...","","","","completed",""
"General","Rep: copy old working scriot into new rep_old and makd ai compare why new doesnt work - let it analyze if any structs / methods are changed in new in breaking way","","","","completed",""
"General","REP: still not working !","","","","completed",""
"General","Isolate by: testing rep libray and required libraries in test map - need to have max players to test it","","","","completed",""
"General","PatrolGroupSystem - do similar troubleshoot as for Rep in test map","","","","completed",""
"General","PatrolGroupSystem and PatrolSystem: many issues with starting PatrolGroup - one of the issues is that the units first start moving to map center without but after delay time then they move between waypoints,","","","","completed",""
"General","PatrolGroupSystem and PatrolSystem: problem is that when killing any member of patrolGroup they dont anymore follow the set waypoints","","","","completed",""
"General","PatrolGroupSystem and PatrolSystem: when stating PatrolGroup it feels like PatrolSystem has two or more functions that are in conflict with each other - issuing orders from multiple places etc??","","","","completed",""
"General","PatrolGroupSystem and PatrolSystem: the reason for the patrolGroup units to move to map center/etc random not waypoint in patrolRegion has to debugged","","","","completed",""
"General","PatrolSystem: would it make more sense for the system to utilize Briebes table and have PatrolGroup and Patrol (single unit) functionalities inside the same single library","","","","notStarted",""
"General","That way we wont have to store table values between vanilla hashtable etc weird glitches with movenents and storing/reseting/etc","","","","completed",""
"General","Take copy of previous working patrol systems (current and older before group system related edits) before refactoring","","","","completed",""
"General","Note: Item map clear trigger could be the source why Dinv items are disappearing, because the inv items are really on the map hidden..","","","","notStarted",""
"General","Patrol: issue why units moved towards TownHall was because melee AI logic....","","","","completed",""
"General","New Patrol system kinda works, but they break at last waypoint - also not attack as group when attacked etc","","","","completed",""
"General","Now that old issue (melee AI is known), try test old Patrol and PatrolGroup systems - if they - probably best to use them or get workable code from them -> RESULT: works perfectly!","","","","notStarted",""
"General","Now either use new fixed PatrolSystem4.j to match working of the old system or use the old ones","","","","notStarted",""
"General","REP: iconEnemy, iconHostile, iconUnfriendly, iconNeutral, iconFriendly, iconCovenant, iconExalted to be set similar for all factions vs. the current way of setting each faction their own specific status icons","","","","completed",""
"General","Import PASRep and PASFaction icons to Main Map","","","","completed",""
"General","Check every library with copilot that follow good ciding praticed of jass but not break anything, a","","","","completed",""
"General","PatrolSystem: issue with group patrol that dead unit is counted to ""First unit distance"" check, which will break the patrol as if dead unit is check it could be far away, instead we need to only check living units of the group patrol","","","","completed",""
"General","PatrolGroupSystem: add possibility to make group move between set region points, see e.g., Mordrax_MovementStart.j of manually adjusting each waypoint","","","","completed",""
"General","Copy Patrolsystem, PatrolGroupSystem, Reputation to MAIN MAP","","","","completed",""
"General","For AI heroes you could you their normal players (player 6 horde, elarindir, etv) but just in CreepRespawn ignore them ","","","","completed",""
"General","Note: AI hero related triggers using player 2 will break","","","","notStarted",""
"General","Note on using regular faction players for AI heroes: horde is enemy with most other players, this would make it so that horde companions are attacked/attacking eg quest giver","","","","completed",""
"General","Check what is Companions player used other than Pets - to be used inviting AI hero to companion group","","","","completed",""
"General","When AI hero us kicked out - by unit-type set that Heros ownership to right player (horde, goblins, riverbane...)","","","","completed",""
"General","All triggers relate to AI hero player should be set to ""Owner of udg_AI_Hero x - maybe done?","","","","completed",""
"General","Rep system: make companion player alliance follow player0's status with each faction (configurable by false/true boolean)","","","","completed",""
"General","Riverbane paladin might have hard now as he is enemy of horde and uses horde retreat and shop locstions","","","","notStarted",""
"General","Comment out debug messages from PatrolSystem, PatrolGroupSystem and Reputation","","","","notStarted",""
"General","Move old/unused script to folder Archive","","","","notStarted",""
"General","Intro cinematic broken: shadowclaw remains still wandering and does not go with Nazgrek","","","","notStarted",""
"General","Intro cinematic broken: the orc patrol does not move","","","","notStarted",""
"General","Jinzun - Plague Trees: must be better way to drop the Healing wards - currently broken (maybe using old system) - better would be to use ItemDropLocation dummy?","","","","notStarted",""
"General","LumberPeon: peon no longer doesnt start chopping trees..","","","","notStarted",""
"Rep system","Chatgpt somehow managed to fuckup gaining REP POINTS","","","","completed",""
"Rep system","No rep point for killing units for set faction doesnt work, e.g., killing Satyr player units should increase reputation for Horde and decrease for Satyr. Adding rep via trigger works so it seems that kill event is broken as of recent changes","","","","completed",""
"Rep system","Compare to precious working version before adding new statuses","","","","completed",""
"Rep system","debug alliancestatus not working","","","","completed",""
"Rep system","still no messages for rep gained or losed when killing faction unit, not even debug messages where called for example this: call BJDebugMsg(""[Reputation] Victim has no associated faction. Skipping reputation adjustment."")","","","","completed",""
"Rep system","Make copy of old Repu script and AI to compare with newer one - why doesnt the new one work, ignore UnitDeath even usage becsuse we knot that one wirks as system","","","","completed",""
"Rep system","Have faction multiboard text be configurable that is set in InitFactions","","","","notStarted",""
"Rep system","Make rep system as the master system determing alliances for Player0, every computer unit alliances towards each other could also determined with this system with configurable boolean to utilize it or not","","","","completed",""
"Rep system","Create symbols (icon blp) for each factions; like Horde should have horde symbol","","","","notStarted",""
"Rep system","https://share.google/MhCKOgjh1w1hm78fU","","","","notStarted",""
"Rep system","https://wowpedia.fandom.com/wiki/Icon","","","","notStarted",""
